timestamp,jetson_emc_freq,jetson_gpu_freq,jetson_total_cpu_usage,jetson_ram_usage,jetson_temperature,jetson_swap_usage
10/23/2024 2:05,0,0,3.75,7695,39.812,0
10/23/2024 2:05,0,0,3.666666667,7677,39.937,0
10/23/2024 2:05,0,0,3.583333333,7696,40.062,0
10/23/2024 2:06,0,0,3.333333333,7695,39.875,0
10/23/2024 2:06,0,0,4.166666667,7672,39.843,0
10/23/2024 2:06,0,0,3.166666667,7692,40.062,0
10/23/2024 2:06,0,0,3.666666667,7675,39.937,0
10/23/2024 2:07,0,0,3.916666667,7703,39.843,0
10/23/2024 2:07,0,0,4,7696,40.281,0
10/23/2024 2:07,0,0,2.916666667,7696,40.031,0
10/23/2024 2:07,0,0,3.5,7677,39.937,0
10/23/2024 2:08,0,0,3.25,7690,40,0
10/23/2024 2:08,0,0,3.333333333,7689,40.156,0
10/23/2024 2:08,0,0,3.666666667,7694,40.031,0
10/23/2024 2:08,0,0,3.333333333,7689,39.75,0
10/23/2024 2:09,0,0,3.833333333,7692,40.031,0
10/23/2024 2:09,0,0,2.916666667,7697,39.781,0
